word	anger	fear	joy	love	sadness	surprise	thankfulness	disgust	guilt	totalClassify	correctIfAll	correctIfSingle	trust
maxx	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
mini	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#roseseverywhere	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
coles	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
nn	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
faction	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#dogsofinstagram	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#to	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
forwarding	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
add	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
pre	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
ret	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#writers	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#halloweenpumpkin	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#givingup	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
harvest	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
der	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
barack	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
changer	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#alone	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
hubs	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
session	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
egyptian	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#criminal	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
cousin	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#twitpic	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
only	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
loyal?cuz	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#youarenotready	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#financial	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
design	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
blv	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
strategies	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
swenstein	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#palestinian	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
amount	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#lmfao	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
studio	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
security	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
wheat	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#trashcan	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
frankenstein	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
misandry	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#musicminute	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#artificialintelligence	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
three	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
buckles	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#beard	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
tab	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
anna	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#ass	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
gourmet	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
yo!!!	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
privacy	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#train	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
boycott	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
soapbox	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
whether	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
hawkers	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
expe	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
package	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
chio	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
messy	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
frafar	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
xl	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
announced	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
ch	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
threats	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
get	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#teacherlife	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
dinnerpartychgo	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#shoplocal	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#tx	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
fathers	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
recommendation	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#notevenstarted	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#noconsequence	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
sista	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
goliath	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
veep	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
connor	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#thissuck	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
entertainment	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
praise	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
form	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#bringbackeleventhgorgeous	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
handle	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
smyth	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
augue	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#az	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
koozies	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
mara!	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
donna	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
nancy	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
enjoy	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
basic	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#shameless	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
poem	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
recognise	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
bethany	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#perfect	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#billcosby	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#forgiveness	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
nuts	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
liverpool	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#moonlight	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
pulled	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#softcore	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#whotobelieve	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#cam	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
dealing	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
finished	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#shitsarahsays	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#democrats	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
pharmacology	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
powering	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
aggression	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
tlk	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#thank	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
swedish	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
solved	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
wandering	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
business	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
texting	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#putkidsfirst	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#partisanwarfare	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#imlive	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
hdmi	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#running	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
pardon	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
theres	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#time	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
sound	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#chanterelle	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
avfcofficial	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#notjealous	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
stage	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#flowers	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
whipped	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#instadaily	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
iced	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
pie	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
westerns	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#qpr	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
letter	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
slow	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
lliachemaa	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#gratitude?	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
lying	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#inked	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
nickelodeon	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
cc	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
brimaryjane	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
eater	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#staystrongexo	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#jeje	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#barrio	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
sigue	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
seems	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#puplife	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
assistance	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
booked	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
bread	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
major	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
thak	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
avila	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
sci	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
appearance	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#synth	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
calls	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
buh	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
arabnationinc	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#thatisall	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
sugar	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
mixtape	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
metal	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
acknowledgment	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
slutty	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
legged	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#spider	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
sober	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#vote	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
controversially	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
vegas	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
inspiration	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
alert	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
di	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#aromatherapy	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
jayden	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
shoutout	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
mensday	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#emt	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
citron!	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
why!?!?	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
perf	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
hysteria	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
mold	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
broadcast	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bickering	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#underrated	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
rockchristopher	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
ness	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
digi	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#boldness	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
domingue	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#noflex	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#bigtits	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
rat	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
parent	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
national	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#victory!	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#ouchouch	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#hurts	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#miracles	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
vibe	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
office	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#rosypoppp	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
magic	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#murder	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#presents	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
knight	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
ahs	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
gosh	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#teentopangel	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
blame	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
weathered	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#sweettime	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
perspective	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#monterrey	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
looting	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#disgraced	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#butstill	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
williams	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
cozy	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#psychology	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#crysis	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
sell	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
dadakan	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#diamond	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
mcdonald	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
facts	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#knowledgeispower	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
negativity	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#fl	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
sds	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#cool	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
porky	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
moonlight	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
wait!	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#referred	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
franken	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#meatmouth	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#justinapelletier!!!	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
clue	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#women	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#pillow	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#friend	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
especially	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
vitamin	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#entertainment	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
header	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#apricotlaneboutique	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
original	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
flaccid	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
ailments	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
lucido	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#cod	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#blue	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
craft	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
personal	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
homes	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
arons	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
igual	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#special	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#shitmymomsays	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
ng	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
gather	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#rwnj	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#broody	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
rogers	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#smythx	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
zayandehroud	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#burjkhalifa	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#attichouseband	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
hinder	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
asked	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
aprobado!	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
soo	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
river	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
onion	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
projects	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
kah	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
higher	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
blacks	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
cynthia	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
;(	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
freedoms	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
knee	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
dave	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#gavinandstacey	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#mayor	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
friggin	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#oxfam	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
mag	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
uses	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
sweetie	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#justsaying	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
stfu	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
boost	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#coffee	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
depth	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#fume	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
tucson	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#wardrobe	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
produce	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
aka	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
upcoming	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
fast	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
denver	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
creature	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
gaming	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
huda	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
sane	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
breakfast	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
wisconsin	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#shoutout	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#jimcarrey	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
playful	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#instabox	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#bar	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
officials	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
energy	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
keurig	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#sistalove	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
proud	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
sucks	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
dic	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#alhamdulillah	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#praying	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
floats	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
her!	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
charlie	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
remembrance	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
pizza	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
omg!	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
deceive	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#myeverything	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
scratched	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#within	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#cooperate	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
items	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#teenclinic	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
paying	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
uuuu!	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#swivel	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#notplanned	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
toothpaste	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
drone	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
mexican	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#kashmir	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#arabnationincphotography	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#fsu	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
cams	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
flashing	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
?a?	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
me!!	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#candy	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#wheniwasraped	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#loved	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
can	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
brothas	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
delayed	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
cricket	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#biotch	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
believes	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
jon	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
happened	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
hyon	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
hahahahah	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#tonight	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
happiness	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#pilipinas	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
yield	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
immediately	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
bench	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#nochance	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
puppy	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
mitchinson	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
kiss	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#downtown	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
fur	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
warfare	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
flight	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
favourite	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#patrickmoore	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#realfanofyou	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#apple	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
atmosphere	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#gayemt	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
plse	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
lo	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#exam	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
cookies	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
directed	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#glee	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
sort	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
cybersmilehq	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#workshit	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
keithmorrisaber	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
speaking	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
freewebcam	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#boxingglovearrow	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#weekend	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#shit	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#patience	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
laugh	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
